x,y,name,ele
29.450277777988894,-1.506111110890308,Karisimbi,4501
29.42000000020439,-1.4636111108808663,Mikeno,4376
29.678055555817274,-1.382777777529575,Muhabura,4119
29.485277777996668,-1.4580555553240764,Bisoke,3707
29.591666666909195,-1.3874999997528463,Sabinyo,3622
29.646666666921412,-1.3869444441971672,Gahinga,3472
29.253888889056377,-1.5183333331152455,Nyiragongo,3455
29.211111111269094,-1.4113888886470423,Nyamuragira,3051
